Image,z=0,z=1,z=2,z=3,z=4,z=5,z=6,z=7,z=8
5871.pgm,4,786,3831,4429,3424,985,697,2036,192
5872.pgm,0,2,113,401,949,1708,5207,7761,243
5873.pgm,0,1,61,398,1782,4901,3513,5706,22
5874.pgm,0,9,502,1962,2182,3549,5183,2996,1
5875.pgm,0,0,196,5685,9480,994,29,0,0
5876.pgm,0,59,375,354,537,2201,7025,5822,11
5877.pgm,0,0,30,69,166,503,3122,11901,593
5878.pgm,0,0,11,33,69,488,3317,12384,82
5879.pgm,0,12,109,567,2211,6194,7051,240,0
588.pgm,0,15,621,4981,9008,1540,31,182,6
5880.pgm,0,0,4,261,499,1327,4373,9655,265
5881.pgm,0,66,910,1803,4045,2825,4324,2379,32
5882.pgm,0,3,108,500,2895,4313,3384,5102,79
5883.pgm,0,0,0,0,95,623,4370,11233,63
5884.pgm,0,0,4,45,348,1703,7004,7245,35
5885.pgm,0,0,1,96,533,1722,5330,8658,44
5886.pgm,0,2,18,495,1998,4056,3908,5364,543
5887.pgm,0,0,7,120,511,1196,3645,10806,99
5888.pgm,0,0,9,233,811,1465,6089,7752,25
5889.pgm,0,31,712,1832,3235,5791,3981,800,2
589.pgm,0,137,765,1892,3863,5073,3716,784,154
5890.pgm,0,0,0,30,468,1531,3812,10133,410
5891.pgm,0,0,0,90,586,985,3749,10866,108
5892.pgm,0,1,13,72,131,733,3392,11883,159
5893.pgm,0,0,0,11,90,628,4494,11121,40
5894.pgm,0,50,1758,4752,4983,3644,1100,97,0
5895.pgm,0,0,0,0,2,7,642,14897,836
5896.pgm,0,0,175,890,1546,1517,3520,8710,26
5897.pgm,0,0,0,10,215,1120,4788,10172,79
5898.pgm,0,0,0,17,243,1149,4621,10279,75
5899.pgm,0,0,0,148,695,1367,5255,8812,107
59.pgm,13,538,1382,2305,3002,1849,3050,4241,4
590.pgm,0,102,631,1625,3458,5047,4581,939,1
5900.pgm,0,0,0,124,737,1636,6012,7760,115
5901.pgm,0,0,0,4,150,820,5906,9460,44
5902.pgm,0,0,0,1,135,781,4700,10725,42
5903.pgm,0,0,0,16,75,406,5334,10481,72
5904.pgm,0,0,0,18,254,1261,5429,9120,302
5905.pgm,0,0,6,58,242,836,4869,10194,179
5906.pgm,0,0,0,0,0,0,3,13669,2712
5907.pgm,0,0,0,34,108,1700,8433,6023,86
5908.pgm,0,0,3,1976,9997,4241,167,0,0
5909.pgm,0,0,0,433,6775,7493,1617,66,0
591.pgm,0,16,88,530,1969,2503,6893,4356,29
5910.pgm,0,37,588,1114,1050,1842,3542,7447,764
5911.pgm,0,0,1,17,123,699,5069,10399,76
5912.pgm,0,0,0,1,37,415,4249,11545,137
5913.pgm,0,78,1540,2369,1844,976,3829,5745,3
5914.pgm,0,14,521,1932,6074,4846,2213,780,4
5915.pgm,2,444,2709,7406,3667,843,952,361,0
5916.pgm,0,14,85,317,469,1359,3713,9493,934
5917.pgm,0,31,304,651,1073,2209,5280,6676,160
5918.pgm,0,0,47,336,1111,1875,3825,8357,833
5919.pgm,0,13,39,66,195,735,3388,11116,832
592.pgm,0,147,3100,7722,2475,332,465,1874,269
5920.pgm,1,6,97,399,491,2207,6783,5975,425
5921.pgm,0,0,0,0,61,4276,11737,310,0
5922.pgm,1,4,35,125,1182,2650,7722,4221,444
5923.pgm,0,0,0,16,142,1107,8483,6592,44
5924.pgm,0,0,0,14,43,225,6024,10065,13
5925.pgm,0,13,64,244,1134,2163,2861,9625,280
5926.pgm,0,0,41,127,489,1783,3840,9835,269
5927.pgm,0,11,73,239,568,1310,6472,7700,11
5928.pgm,0,7,24,109,348,744,4012,10859,281
5929.pgm,0,17,94,410,899,1812,7261,5784,107
593.pgm,6,182,696,1462,2279,3694,4560,2636,869
5930.pgm,0,57,240,525,1129,2198,4740,4690,2805
5931.pgm,0,33,134,312,559,1585,4737,8969,55
5932.pgm,0,91,399,280,589,1334,7869,5443,379
5933.pgm,0,42,220,824,2484,3323,5562,3294,635
5934.pgm,0,12,158,758,1609,2474,4998,6315,60
5935.pgm,0,73,316,1282,2799,3352,6909,1638,15
5936.pgm,0,28,254,1075,1643,2450,6633,3837,464
5937.pgm,0,7,1192,2388,3547,3183,5359,708,0
5938.pgm,0,0,86,1216,2915,3685,6471,2011,0
5939.pgm,3,200,578,1152,1357,2098,9997,769,230
594.pgm,1,113,953,3746,3813,2359,1983,3017,399
5940.pgm,0,1,0,6,341,2308,8756,4970,2
5941.pgm,0,3,175,532,1040,1801,3319,5950,3564
5942.pgm,2,34,104,298,740,1759,4038,9148,261
5943.pgm,0,23,155,346,954,1752,3552,9313,289
5944.pgm,0,28,169,290,482,1669,3704,9740,302
5945.pgm,2,37,147,462,1039,2237,4234,7777,449
5946.pgm,0,1,21,313,690,1657,4589,8189,924
5947.pgm,0,2,3,155,505,1981,4984,7506,1248
5948.pgm,0,2,58,425,805,2023,4391,7295,1385
5949.pgm,0,3,57,123,290,1123,3306,11314,168
595.pgm,5,941,5252,5628,2214,1191,928,225,0
5950.pgm,0,1,31,54,98,383,2857,12738,222
5951.pgm,0,21,37,71,208,791,3286,11777,193
5952.pgm,0,559,4267,4177,1743,1134,3135,377,992
5953.pgm,0,116,1461,3985,2118,2108,3978,2616,2
5954.pgm,0,80,1229,1885,1300,1437,5457,4884,112
5955.pgm,0,27,295,339,587,1160,2776,10877,323
5956.pgm,0,0,44,172,223,691,4958,10225,71
5957.pgm,3,13,93,188,248,508,4733,10518,80
5958.pgm,0,2,70,174,255,532,4203,11094,54
5959.pgm,0,0,0,4,125,324,4571,11317,43
596.pgm,0,0,28,390,1289,2672,7763,4235,7
5960.pgm,0,0,0,9,124,285,4614,11314,38
5961.pgm,0,7,32,183,590,782,6116,8662,12
5962.pgm,0,0,6,82,180,634,4931,10443,108
5963.pgm,0,0,1,93,179,546,4272,11231,62
5964.pgm,0,0,0,0,93,209,3081,12701,300
5965.pgm,0,0,1,140,254,1085,4990,9832,82
5966.pgm,15,1312,2872,1243,646,3259,6844,192,1
5967.pgm,0,0,31,281,643,4617,6549,4259,4
5968.pgm,22,636,1780,3151,3658,2365,1892,2869,11
5969.pgm,3,189,1068,1162,3009,1947,1644,7305,57
597.pgm,11,412,939,1538,4960,7503,1017,4,0
5970.pgm,1,263,1331,1292,2953,1706,1769,6994,75
5971.pgm,6,133,447,1037,2859,4286,3420,3944,252
5972.pgm,24,483,1845,2453,3487,2794,2584,2709,5
5973.pgm,6,429,1608,1912,2102,2562,2123,5622,20
5974.pgm,2,173,752,2115,3333,3060,1890,4962,97
5975.pgm,12,547,2815,2346,3144,5309,1541,623,47
5976.pgm,0,0,5,118,1562,5813,5171,3636,79
5977.pgm,3,37,462,1135,3082,3229,1349,6697,390
5978.pgm,0,124,1427,3379,5807,3109,1628,880,30
5979.pgm,0,12,64,207,1418,5707,1772,7094,110
598.pgm,1,166,1259,2242,3216,3167,5217,1116,0
5980.pgm,0,3,34,256,719,3774,3584,7807,207
5981.pgm,0,65,446,1216,1729,2503,3916,6405,104
5982.pgm,0,0,44,365,1263,3408,3072,7763,469
5983.pgm,4,493,1611,2536,1395,870,1198,7642,635
5984.pgm,0,109,866,1448,1950,2597,3356,5843,215
5985.pgm,4,294,2024,5431,4882,1403,288,1369,689
5986.pgm,0,3,55,303,650,837,1926,11918,692
5987.pgm,0,0,3,18,536,4007,3001,8586,233
5988.pgm,8,49,88,465,1714,3534,3374,6654,498
5989.pgm,0,2,52,343,1398,2908,3739,7701,241
599.pgm,21,298,1906,3284,2307,2887,3866,1796,19
5990.pgm,0,0,59,290,1078,1795,2325,9507,1330
5991.pgm,0,0,11,159,657,2675,4469,8026,387
5992.pgm,0,0,0,1,14,83,4252,11267,767
5993.pgm,0,0,1,1,67,864,6591,8150,710
5994.pgm,0,0,0,0,18,444,6337,8800,785
5995.pgm,0,1,153,781,1387,1790,4991,6604,677
5996.pgm,1,45,265,665,4108,4218,2357,4713,12
5997.pgm,1,33,334,697,1200,1643,3212,8944,320
5998.pgm,0,37,325,1445,5642,3326,1468,4123,18
5999.pgm,0,91,467,1402,3367,3241,2305,5473,38
6.pgm,5,536,2315,3078,3735,3430,2574,711,0
60.pgm,0,134,1198,3423,3771,2282,2830,2628,118
600.pgm,0,64,582,2287,4873,3612,3193,878,895
6000.pgm,0,57,598,1298,2457,1924,2686,7340,24
6001.pgm,2,212,879,2810,2291,1182,1775,7165,68
6002.pgm,2,166,793,2856,2295,1183,2091,6941,57
6003.pgm,31,1224,2439,1138,1104,2771,4630,2935,112
6004.pgm,3,633,2164,2265,2350,2491,1922,3956,600
6005.pgm,0,86,384,1081,3436,4496,3583,3306,12
6006.pgm,2,670,4136,3701,2256,686,285,4577,71
6007.pgm,6,163,769,1829,3150,2930,2895,4445,197
6008.pgm,2,137,877,1654,2037,2357,3117,6069,134
6009.pgm,1,303,1346,2245,3518,3859,2599,2386,127
601.pgm,0,10,371,2096,5231,6261,2293,121,1
6010.pgm,11,219,699,1584,3151,4526,4360,1802,32
6011.pgm,1,80,794,2517,3455,5675,1876,1895,91
6012.pgm,4,595,2958,3158,1948,1299,1573,4769,80
6013.pgm,0,71,1214,2190,1670,2290,3851,4877,221
6014.pgm,2,67,528,458,982,2407,4045,7799,96
6015.pgm,5,102,832,1193,2269,3511,4703,3692,77
6016.pgm,5,443,2058,2885,2898,2962,3652,1436,45
6017.pgm,0,200,795,1611,2916,4704,3251,2864,43
6018.pgm,1,74,407,764,1651,2140,4117,6840,390
6019.pgm,9,192,949,1496,1661,2724,4393,4661,299
602.pgm,0,33,357,1228,2877,4711,4692,2475,11
6020.pgm,10,144,932,1664,1651,2360,4402,4902,319
6021.pgm,9,239,419,697,1584,3714,5411,3474,837
6022.pgm,1,14,365,3602,3702,2322,2591,3562,225
6023.pgm,0,41,732,4073,3676,2293,2545,2923,101
6024.pgm,2,296,984,1142,1041,2142,3920,6706,151
6025.pgm,44,769,2740,2762,2198,2672,2773,2362,64
6026.pgm,2,95,784,2498,4275,3145,2048,3500,37
6027.pgm,2,20,356,1259,2853,4804,2789,2984,1317
6028.pgm,0,50,1071,3152,2279,1824,3566,4345,97
6029.pgm,2,200,2144,4458,3390,1857,1018,3244,71
603.pgm,0,69,268,255,255,1208,7562,6750,17
6030.pgm,1,93,1159,3141,3758,2871,1631,3650,80
6031.pgm,0,84,1049,3124,3794,2333,1676,4253,71
6032.pgm,0,34,569,1754,4483,2804,1839,4808,93
6033.pgm,0,39,625,2255,4281,2710,1914,4481,79
6034.pgm,0,24,401,2222,3735,3143,1818,4916,125
6035.pgm,0,15,299,1907,3584,3068,2029,5323,159
6036.pgm,0,7,218,1489,3252,2911,1971,6297,239
6037.pgm,0,17,371,2092,3554,2218,1263,6638,231
6038.pgm,2,511,4690,4739,2621,1312,1098,1404,7
6039.pgm,0,22,421,1349,3123,4908,3607,2461,493
604.pgm,0,89,1227,2913,3688,2131,1833,4477,26
6040.pgm,0,16,916,2123,3096,3677,2523,3516,517
6041.pgm,1,45,616,1697,2104,2799,3864,4951,307
6042.pgm,5,176,1056,2459,2634,2317,2828,4846,63
6043.pgm,4,177,933,2108,2371,1955,2550,6220,66
6044.pgm,1,195,1793,2934,2707,2602,2831,3269,52
6045.pgm,1,273,2034,3085,2773,2658,2904,2622,34
6046.pgm,5,126,448,1093,1532,2426,5906,4668,180
6047.pgm,0,31,274,916,3103,4539,4798,2572,151
6048.pgm,5,472,982,3558,2723,1982,2816,3795,51
6049.pgm,0,118,1552,2578,4452,2990,2432,2079,183
605.pgm,1,95,900,1720,2620,4088,3323,1839,1798
6050.pgm,20,530,1822,2024,1994,2902,3896,3058,138
6051.pgm,2,286,945,1387,2028,2792,3994,4302,648
6052.pgm,167,683,744,813,2268,4419,4137,3017,136
6053.pgm,2,42,244,1405,5010,4308,2560,2799,14
6054.pgm,5,254,1206,2298,2809,3139,3685,2913,75
6055.pgm,1,58,1058,3248,3489,3369,3126,1917,118
6056.pgm,11,352,1109,3145,3247,3012,2908,2556,44
6057.pgm,35,496,1843,2675,2189,3609,4139,1376,22
6058.pgm,19,347,1279,1720,3853,3759,3421,1900,86
6059.pgm,2,112,367,377,515,755,2593,10789,874
606.pgm,0,39,320,1073,4633,6005,3331,983,0
6060.pgm,1,125,1160,785,813,1461,4984,6549,506
6061.pgm,0,22,356,1159,2341,3793,3827,4823,63
6062.pgm,2,196,1046,1459,1659,1464,1878,8133,547
6063.pgm,1,68,723,1610,2643,2399,2105,5984,851
6064.pgm,0,140,1349,2214,2120,2029,2345,6115,72
6065.pgm,17,234,1359,1303,2008,3168,2691,5112,492
6066.pgm,3,214,921,1800,2741,2514,3807,4197,187
6067.pgm,3,294,1337,1757,2110,3524,3850,3293,216
6068.pgm,3,251,1954,3046,3196,2879,2497,2525,33
6069.pgm,0,189,1633,2190,2122,2382,3500,4141,227
607.pgm,0,5,960,7880,5951,1459,129,0,0
6070.pgm,7,26,82,383,1508,3435,3668,7076,199
6071.pgm,0,41,825,1975,1738,3142,2733,5577,353
6072.pgm,0,1,89,280,776,2614,4318,7523,783
6073.pgm,49,164,384,688,1486,3091,2932,7277,313
6074.pgm,0,197,1203,3155,3879,3218,2460,2253,19
6075.pgm,0,131,815,2568,4636,3667,3404,1151,12
6076.pgm,0,149,725,2057,3713,4601,2304,2756,79
6077.pgm,0,82,764,1617,2238,2556,4241,4781,105
6078.pgm,0,98,1338,3243,3728,2487,973,3797,720
6079.pgm,0,0,24,230,665,2990,4839,7481,155
608.pgm,19,512,2968,4863,2895,980,1889,1737,521
6080.pgm,0,0,46,293,888,2493,3277,8690,697
6081.pgm,0,0,4,165,1096,2755,2480,8681,1203
6082.pgm,0,0,16,141,899,2322,2666,9298,1042
6083.pgm,0,0,37,238,675,2287,3135,9540,472
6084.pgm,0,1,41,270,688,2364,3066,9426,528
6085.pgm,0,27,210,453,707,1395,2533,10444,615
6086.pgm,0,0,25,172,490,2739,6476,6447,35
6087.pgm,0,0,4,61,488,1671,3049,10488,623
6088.pgm,0,7,68,409,1459,2701,2308,8153,1279
6089.pgm,0,2,82,401,1340,2821,2317,8076,1345
609.pgm,0,61,356,1879,4374,4304,3442,1968,0
6090.pgm,0,0,13,140,530,2072,2659,10085,885
6091.pgm,0,4,57,342,1167,2532,2038,9744,500
6092.pgm,0,7,106,418,1439,2813,2188,8776,637
6093.pgm,0,8,112,444,1091,2732,2532,9191,274
6094.pgm,0,3,67,353,812,2437,2939,9354,419
6095.pgm,0,50,253,671,2153,2574,1617,8858,208
6096.pgm,2,74,315,974,2802,2187,1462,8414,154
6097.pgm,5,132,440,1190,3176,1906,1571,7890,74
6098.pgm,2,240,560,1408,2905,2008,1662,7539,60
6099.pgm,4,209,584,1459,3112,2443,1601,6942,30
61.pgm,31,354,2640,4067,3984,2355,1142,416,1395
610.pgm,0,64,2099,4784,3352,4021,1638,425,1
6100.pgm,7,159,535,1013,2670,1913,1571,8228,288
6101.pgm,2,36,166,481,2851,6459,4045,2339,5
6102.pgm,1,34,163,451,2669,6902,4163,1980,21
6103.pgm,28,495,1181,1924,1995,1475,1571,7442,273
6104.pgm,15,301,2297,2685,4685,4011,1118,1206,66
6105.pgm,4,79,342,934,3870,6378,3017,1741,19
6106.pgm,0,7,150,638,1463,5817,4249,4021,39
6107.pgm,44,561,812,1865,2717,2613,4476,3285,11
6108.pgm,9,141,299,901,2129,3424,4107,5300,74
6109.pgm,0,52,253,797,2080,3300,4629,5212,61
611.pgm,0,30,248,394,2263,5835,5339,2262,13
6110.pgm,2,82,442,1071,2251,2986,3683,5787,80
6111.pgm,0,64,204,938,2451,3718,4434,4484,91
6112.pgm,0,102,1835,3618,4337,4796,1114,534,48
6113.pgm,0,158,1868,1888,1783,1944,3399,5264,80
6114.pgm,0,38,192,509,977,1705,3548,9077,338
6115.pgm,48,803,2521,4483,2457,1368,2121,2483,100
6116.pgm,0,186,235,403,1459,2943,2801,8220,137
6117.pgm,0,11,190,632,2067,4006,4280,5152,46
6118.pgm,0,32,1233,2665,2386,2510,3676,3780,102
6119.pgm,0,78,2029,5516,4694,1572,1372,1118,5
612.pgm,0,10,828,3196,3783,3305,3820,1442,0
6120.pgm,0,43,1544,4368,4936,2131,1396,1953,13
6121.pgm,0,0,132,1336,2644,4534,4865,2840,33
6122.pgm,0,92,1605,3415,4774,2788,1098,2556,56
6123.pgm,0,0,29,415,1442,4635,5515,4248,100
6124.pgm,0,0,83,502,1840,5746,3388,4724,101
6125.pgm,0,10,1175,3164,1748,1641,3817,4716,113
6126.pgm,0,1,166,633,2332,4322,2952,5957,21
6127.pgm,0,9,397,816,3421,2474,2754,6474,39
6128.pgm,0,1,196,261,1234,3912,5822,4887,71
6129.pgm,0,1,60,336,541,1292,3990,9976,188
613.pgm,1,16,236,1370,3153,4016,5038,2552,2
6130.pgm,0,0,50,340,846,4209,2934,7796,209
6131.pgm,0,0,5,176,480,962,3189,11248,324
6132.pgm,0,0,84,386,612,1658,3111,9985,548
6133.pgm,0,37,2071,9129,4349,695,101,2,0
6134.pgm,0,0,9,31,251,1477,3927,10501,188
6135.pgm,0,0,485,4433,6604,2207,703,1931,21
6136.pgm,0,0,10,116,500,1190,3495,9983,1090
6137.pgm,0,56,217,338,1160,4305,5880,4395,33
6138.pgm,11,236,453,2400,3359,2354,2392,2651,2528
6139.pgm,0,0,31,139,275,1350,7617,6728,244
614.pgm,2,420,2033,3382,4169,4651,1648,79,0
6140.pgm,0,47,168,459,4143,4483,2604,4436,44
6141.pgm,16,134,1684,5762,2057,271,1275,3053,2132
6142.pgm,0,80,142,895,2603,1654,3029,7558,423
6143.pgm,0,64,138,656,2375,2408,4303,6146,294
6144.pgm,7,689,3147,5400,3897,2395,756,79,14
6145.pgm,4,394,1662,4164,4996,3538,1313,312,1
6146.pgm,20,330,468,1139,2828,3641,3472,3545,941
6147.pgm,0,16,264,345,286,945,3778,7036,3714
6148.pgm,11,318,418,617,2308,3488,3793,4546,885
6149.pgm,63,467,1484,3311,3202,2403,2209,2591,654
615.pgm,1,292,1525,3301,3423,3557,3901,380,4
6150.pgm,30,139,128,215,868,2016,5563,6758,667
6151.pgm,1,31,642,2154,3733,3681,3293,2658,191
6152.pgm,8,70,298,1295,3780,4874,4254,1471,334
6153.pgm,19,106,315,928,2685,4237,4343,3379,372
6154.pgm,16,141,348,1155,3366,5552,3538,1727,541
6155.pgm,0,36,140,425,1780,2855,4033,6187,928
6156.pgm,6,204,1349,2629,2746,3628,3526,1881,415
6157.pgm,12,682,2911,4449,4086,1852,786,486,1120
6158.pgm,3,161,413,1713,3468,4391,4381,1789,65
6159.pgm,0,31,692,3074,3203,2124,2722,4508,30
616.pgm,2,629,2088,2926,3962,3418,2676,681,2
6160.pgm,0,26,756,1499,2983,2248,4032,4724,116
6161.pgm,0,29,301,940,2645,4116,4639,3703,11
6162.pgm,3,284,1309,2587,3924,4372,3220,680,5
6163.pgm,2,59,444,870,3219,7092,2183,2391,124
6164.pgm,0,1,6,56,301,1422,5532,9024,42
6165.pgm,0,0,2,76,522,4209,5628,5897,50
6166.pgm,0,1,31,73,412,3182,6583,6074,28
6167.pgm,0,55,526,1642,3321,2998,2900,4770,172
6168.pgm,0,41,447,1415,3272,3323,2814,4855,217
6169.pgm,0,90,627,1605,2207,2428,2583,6204,640
617.pgm,0,92,1197,4176,6163,3114,1086,555,1
6170.pgm,7,557,1417,1932,1807,2018,2340,5234,1072
6171.pgm,3,326,1123,1273,1517,2056,2426,6556,1104
6172.pgm,6,495,1373,1370,1671,1837,2430,6485,717
6173.pgm,9,389,922,1379,1554,1966,2743,6524,898
6174.pgm,1,61,414,854,1765,2569,2268,7670,782
6175.pgm,0,123,464,934,1968,4999,6938,955,3
6176.pgm,0,33,539,1865,2740,3011,2846,4738,612
6177.pgm,0,57,887,2508,3097,2697,2877,3191,1070
6178.pgm,0,3,168,1065,3003,4186,3334,4427,198
6179.pgm,26,1349,1598,3413,6804,2485,640,69,0
618.pgm,18,1546,4558,3707,3347,2390,733,40,45
6180.pgm,0,2,68,494,2722,6761,3964,2371,2
6181.pgm,0,19,323,817,1353,3976,5359,4376,161
6182.pgm,0,605,1329,3061,6947,3072,1036,334,0
6183.pgm,0,0,7,157,1885,5488,7295,1541,11
6184.pgm,0,0,38,398,1177,2985,5103,6504,179
6185.pgm,0,30,889,2788,2815,2834,3036,3695,297
6186.pgm,0,41,537,1437,2236,3661,5071,3279,122
6187.pgm,0,0,145,931,2372,3998,5029,3733,176
6188.pgm,1,37,212,897,2618,3939,5346,3085,249
6189.pgm,0,0,96,974,2426,3321,4284,5033,250
619.pgm,0,11,287,3975,6629,3048,828,1605,1
6190.pgm,0,187,1264,3023,5579,4643,1423,265,0
6191.pgm,0,26,812,2359,3545,4634,3926,1065,17
6192.pgm,3,83,1189,3366,3078,4782,3300,533,50
6193.pgm,0,48,606,1652,3411,3629,2272,4507,259
6194.pgm,0,75,2230,3527,3645,3931,1288,926,762
6195.pgm,21,221,310,1798,4565,3738,2823,2787,121
6196.pgm,1,114,473,632,2444,5687,4791,2229,13
6197.pgm,0,2,87,677,1223,5871,5212,3133,179
6198.pgm,0,2,122,1107,3997,4871,3842,2401,42
6199.pgm,0,47,356,1598,5209,6067,2512,589,6
62.pgm,0,19,467,2505,7322,1502,1137,3428,4
620.pgm,0,784,4796,2199,887,409,2825,4484,0
6200.pgm,6,115,952,3906,6292,3742,1186,183,2
6201.pgm,14,174,1167,3397,6002,4251,1074,251,54
6202.pgm,6,220,1456,3411,5094,3780,1084,705,628
6203.pgm,13,361,1346,2602,3979,3262,1417,2671,733
6204.pgm,1,250,553,1254,3733,3396,2384,4642,171
6205.pgm,0,134,290,595,3572,3134,3016,5462,181
6206.pgm,0,6,61,544,3948,3071,3399,5233,122
6207.pgm,2,144,419,3133,6549,3629,1878,626,4
6208.pgm,0,91,436,1413,6031,3175,2148,2981,109
6209.pgm,1,251,784,2384,5920,3365,2439,1236,4
621.pgm,0,57,1679,4560,3387,1399,1730,3554,18
6210.pgm,4,43,381,661,1068,2240,9680,2307,0
6211.pgm,0,159,90,611,654,2560,9049,3261,0
6212.pgm,7,66,181,609,665,1390,12296,1162,8
6213.pgm,13,73,389,648,503,1543,11496,1710,9
6214.pgm,11,64,136,460,743,1244,12247,1470,9
6215.pgm,17,185,382,803,922,1388,11320,1281,86
6216.pgm,0,0,175,732,922,1995,8948,3612,0
6217.pgm,0,36,266,784,1518,2971,8029,2780,0
6218.pgm,20,114,509,433,214,832,12446,1809,7
6219.pgm,41,205,603,435,255,917,12076,1842,10
622.pgm,0,5,17,91,404,1416,7261,6890,300
6220.pgm,0,2,66,649,6303,6880,2433,51,0
6221.pgm,0,3,56,167,3991,6778,5042,347,0
6222.pgm,0,187,916,2054,2175,2946,7001,1097,8
6223.pgm,2,412,1515,1732,2163,2579,6389,1410,182
6224.pgm,0,179,810,2497,2890,3127,5266,1461,154
6225.pgm,23,225,349,178,343,974,11998,2294,0
6226.pgm,23,434,1209,2078,1843,2232,6985,1579,1
6227.pgm,0,8,533,4804,7993,2740,294,12,0
6228.pgm,0,12,515,5305,8123,2245,181,3,0
6229.pgm,0,12,521,4893,8527,2268,161,2,0
623.pgm,0,136,1683,3567,3396,3748,3178,676,0
6230.pgm,0,45,1061,4439,6541,3097,1092,109,0
6231.pgm,0,48,814,2886,3480,5252,3538,366,0
6232.pgm,161,1306,1911,3643,4831,2918,1500,98,16
6233.pgm,28,536,1745,4631,5540,2893,942,69,0
6234.pgm,13,397,1896,4753,5351,2897,1007,70,0
6235.pgm,44,960,1575,2479,2957,2571,4816,975,7
6236.pgm,14,1771,2919,2677,3040,2446,2061,371,1085
6237.pgm,4,1487,2890,2366,3172,2538,2091,425,1411
6238.pgm,1,1450,3111,2641,3210,2667,1604,406,1294
6239.pgm,793,2436,888,915,1727,2853,4210,1614,948
624.pgm,13,1946,5960,3683,2161,1421,568,625,7
6240.pgm,2,287,681,1453,2779,5662,4910,606,4
6241.pgm,55,1994,3479,3321,2846,2095,2316,275,3
6242.pgm,14,842,2784,4156,3207,3405,1828,146,2
6243.pgm,3,893,2260,3715,3953,2978,2159,264,159
6244.pgm,8,1360,2244,2777,3879,3859,1888,232,137
6245.pgm,3,85,278,897,1528,4767,8267,559,0
6246.pgm,6,450,1637,2430,2451,4040,5022,348,0
6247.pgm,0,186,1053,2028,2524,4177,6042,374,0
6248.pgm,0,19,324,2723,7138,5137,1004,30,9
6249.pgm,0,35,1289,4906,6064,3316,691,34,49
625.pgm,3,94,332,504,912,3108,8217,3214,0
6250.pgm,0,4,580,2695,5149,5236,2677,38,5
6251.pgm,0,25,460,2659,5455,5084,2641,56,4
6252.pgm,0,23,767,3360,5309,4706,2167,47,5
6253.pgm,0,16,297,1649,3658,5177,5330,257,0
6254.pgm,0,10,134,1000,3878,6093,5052,216,1
6255.pgm,1,89,819,2857,4772,5170,2641,35,0
6256.pgm,0,54,488,2485,4873,5305,3133,45,1
6257.pgm,0,47,387,2192,4878,6082,2730,68,0
6258.pgm,0,10,284,2106,5461,5857,2614,52,0
6259.pgm,0,10,261,1910,5298,6159,2705,41,0
626.pgm,23,1373,4869,4050,2121,1808,1780,360,0
6260.pgm,0,12,119,893,3949,6522,4740,149,0
6261.pgm,0,35,520,2986,5419,5082,2290,52,0
6262.pgm,0,61,347,1216,2143,5544,6836,237,0
6263.pgm,0,34,248,897,1883,6097,6997,228,0
6264.pgm,1,234,4763,6152,3252,1582,400,0,0
6265.pgm,0,103,3756,5257,2869,2768,1577,54,0
6266.pgm,0,0,8,134,1065,3885,9436,1856,0
6267.pgm,0,23,1770,6335,4639,2502,1091,24,0
6268.pgm,7,801,2995,3762,4296,3488,1029,6,0
6269.pgm,0,12,211,1466,4385,5911,4251,148,0
627.pgm,0,4,296,1707,2336,3294,4255,4490,2
6270.pgm,0,0,74,1060,3496,6184,5170,400,0
6271.pgm,0,0,14,203,1072,5339,9137,619,0
6272.pgm,0,15,444,2205,5588,5797,2281,54,0
6273.pgm,0,413,4346,4192,2613,2339,2322,159,0
6274.pgm,0,6,175,1610,3402,2891,5881,2419,0
6275.pgm,0,34,335,1830,2840,1791,7630,1924,0
6276.pgm,0,182,844,3796,5058,3986,2250,268,0
6277.pgm,0,0,57,930,4218,6284,3962,930,3
6278.pgm,0,97,4431,9423,2106,243,79,5,0
6279.pgm,0,110,4345,9264,2415,205,44,1,0
628.pgm,1,55,242,859,4584,6889,3252,501,1
6280.pgm,0,27,2424,8882,4320,636,93,2,0
6281.pgm,0,4,1357,7515,5251,1669,583,5,0
6282.pgm,0,7,748,6074,6938,2172,416,29,0
6283.pgm,0,25,605,3248,6072,4593,1795,46,0
6284.pgm,0,193,2242,3807,4634,2395,2669,444,0
6285.pgm,1,523,4102,4042,2816,2310,2450,140,0
6286.pgm,0,42,1509,6019,5364,1990,1345,115,0
6287.pgm,2,60,1413,4989,5105,2759,1901,155,0
6288.pgm,1,61,1591,5349,4826,2585,1828,143,0
6289.pgm,1,117,2245,6528,4777,1674,991,51,0
629.pgm,9,335,1903,3642,3210,2445,1998,2842,0
6290.pgm,3,498,5066,5499,2375,1508,1300,135,0
6291.pgm,12,643,4499,4197,3140,2848,991,54,0
6292.pgm,7,812,3847,5268,3887,2144,418,1,0
6293.pgm,0,330,5470,7133,2483,712,245,11,0
6294.pgm,3,929,4337,3026,2942,3764,1323,60,0
6295.pgm,10,394,1350,1415,1060,1409,6807,3939,0
6296.pgm,0,145,1010,1332,1216,1428,7154,4099,0
6297.pgm,0,32,367,1560,2267,1925,6328,3905,0
6298.pgm,0,0,33,132,896,1863,11435,2025,0
6299.pgm,0,0,99,641,820,1654,11129,2041,0
63.pgm,0,145,1083,655,462,3525,9712,802,0
630.pgm,0,0,11,91,527,5263,10231,261,0
